Title,URL handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option1 Linked To,Option2 name,Option2 value,Option2 Linked To,Option3 name,Option3 value,Option3 Linked To,Price,Compare-at price,Cost per item,Charge tax,Tax code,Unit price total measure,Unit price total measure unit,Unit price base measure,Unit price base measure unit,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Color (product.metafields.shopify.color-pattern),Google Shopping / Google product category,Google Shopping / Gender,Google Shopping / Age group,Google Shopping / Manufacturer part number (MPN),Google Shopping / Ad group name,Google Shopping / Ads labels,Google Shopping / Condition,Google Shopping / Custom product,Google Shopping / Custom label 0,Google Shopping / Custom label 1,Google Shopping / Custom label 2,Google Shopping / Custom label 3,Google Shopping / Custom label 4
,right-rear-bumper-end-for-fiberglas-bumper-on-vanagon-from-87-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ph3ar-vercel.s3.amazonaws.com/products/right-rear-bumper-end-for-fiberglas-bumper-on-vanagon-from-87-92-3-1594308693.jpg,5,Right Rear Bumper End for Fiberglas Bumper on Vanagon from 87-92,,,,,,,,,,,,,,,,,,
Center Section of Vanagon Rear Fiberglas Bumper from 87-92,center-section-of-vanagon-rear-fiberglas-bumper-from-87-92,"<p>This is the center section of the rear fiberglas bumper that was used on 87-92 Wolfsburg, Carat, and later model GL Vanagon.&nbsp; It is just the center section.&nbsp; The end pieces are sold separately.&nbsp; Also there are two steel mounts that go behind the bumper and allow it to be mounted to the Vanagon.&nbsp; These are also not included but you should be able to reuse your old ones if you are just replacing this bumper.&nbsp; This bumper is OEM, painted white primer, so you will have to have it painted to match your Van.</p>",VanAgain,Body Mechanical & Trim,86-92 2.1L Vanagon,"86-92 2.1L Vanagon, Body Mechanical & Trim, product-id:12562, orders:1, 86-92-21l-vanagon",TRUE,Active,255807311L,,,,,,,,,,,599.00,,,TRUE,,,,,,shopify,1,DENY,20,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/center-section-of-vanagon-rear-fiberglas-bumper-from-87-92-95894.jpg,1,Center Section of Vanagon Rear Fiberglas Bumper from 87-92,,FALSE,Center Section of Vanagon Rear Fiberglas Bumper from 87-92,"Center Section of Vanagon Rear Fiberglas Bumper from 87-92, 86-92 2.1l Vanagon",,Body Mechanical & Trim,,Adult,255807311L,86-92 2.1L Vanagon,"Body Mechanical & Trim, 86-92 2.1L Vanagon, legacy-import",New,TRUE,Body Mechanical & Trim,86-92 2.1L Vanagon,has-image,from-products-table,
,center-section-of-vanagon-rear-fiberglas-bumper-from-87-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ph3ar-vercel.s3.amazonaws.com/products/center-section-of-vanagon-rear-fiberglas-bumper-from-87-92-0-1594309377.jpg,2,Center Section of Vanagon Rear Fiberglas Bumper from 87-92,,,,,,,,,,,,,,,,,,
4mm Poly Line for Gas Tank Venting on all Vanagon,4mm-poly-line-for-gas-tank-venting-on-all-vanagon,"<p>This is the hard plastic line that is used on the top of the gas tank for the Vanagon.&nbsp; Usually if you are resealing the tank, I just reuse the old plastic line, but sometimes it is damaged or missing so you can buy this instead.&nbsp; I sell it by the meter.&nbsp; This line would&nbsp;be used to go inside the 5mm fuel line that connects the two side expansion tanks to the gas tank.&nbsp; It is the wrong size if you need to replace the hard plastic line that is connecting the two roll over float valves with the charcoal canister.&nbsp; That line is a larger diameter.&nbsp; I have that line available as well.</p>",VanAgain,Fuel Delivery,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon","80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Fuel Delivery, Fuel Injection, product-id:12563, orders:5, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon",TRUE,Active,RHPOLY4X6,,,,,,,,,,,9.95,,,TRUE,,,,,,shopify,6,DENY,1,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/4mm-poly-line-for-gas-tank-venting-on-all-vanagon-53239.jpg,1,4mm Poly Line for Gas Tank Venting on all Vanagon,,FALSE,4mm Poly Line for Gas Tank Venting on all Vanagon,"4mm Poly Line for Gas Tank Venting on all Vanagon, 80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9l Vanagon, 86- 92 2.1l Vanagon",,Fuel Delivery,,Adult,RHPOLY4X6,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon","Fuel Delivery, 80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, legacy-import",New,TRUE,Fuel Delivery,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon",has-image,from-products-table,
Gas Tank Pads for all Vanagon,gas-tank-pads-for-all-vanagon,<p>This is the rubber pad that goes between the gas tank and the frame of the Vanagon.&nbsp; Usually you can reuse your old ones but if you want new ones here they are.&nbsp; 4&nbsp;are required per tank.&nbsp; You are buying one.</p>,VanAgain,Fuel Delivery,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon","80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Fuel Delivery, Fuel Injection, product-id:12564, orders:28, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon",TRUE,Active,251201525,,,,,,,,,,,1.99,,,TRUE,,,,,,shopify,40,DENY,0.25,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/gas-tank-pads-for-all-vanagon-34013.jpg,1,Gas Tank Pads for all Vanagon,,FALSE,Gas Tank Pads for all Vanagon,"Gas Tank Pads for all Vanagon, 80-83 Air Cooled Vangon, 82-84 Diesel Vanagon, 83-85 1.9l Vanagon, 86-92 2.1l Vanagon",,Fuel Delivery,,Adult,251201525,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon","Fuel Delivery, 80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, legacy-import",New,TRUE,Fuel Delivery,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon",has-image,from-products-table,
,gas-tank-pads-for-all-vanagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ph3ar-vercel.s3.amazonaws.com/products/gas-tank-pads-for-all-vanagon-0-1594653421.jpg,2,Gas Tank Pads for all Vanagon,,,,,,,,,,,,,,,,,,
Shoulder Bolt for base of front shift lever for all Vanagon,shoulder-bolt-for-base-of-front-shift-lever-for-all-vanagon,"<p>This is the special bolt that is at the base of the front shifter.&nbsp; It has two plastic bushings on it that look like black top hats, and a locking nut on the end.&nbsp; It doesn&#39;t come with these parts but I am just letting you know which bolt this is.&nbsp; It is thicker than a normal bolt and goes between the bottom of the front shifter and the long shift rod that goes toward the rear of the van.</p>",VanAgain,Transmission & Drivetrain,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon","80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Transmission & Drivetrain, product-id:12565, orders:6, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon",TRUE,Active,251711199,,,,,,,,,,,9.95,,,TRUE,,,,,,shopify,9,DENY,0.25,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/shoulder-bolt-for-base-of-front-shift-lever-for-all-vanagon-56598.jpg,1,Shoulder Bolt for base of front shift lever for all Vanagon,,FALSE,Shoulder Bolt for base of front shift lever for all Vanagon,"Shoulder Bolt for base of front shift lever for all Vanagon, 80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9l Vanagon, 86-92 2.1l Vanagon",,Transmission & Drivetrain,,Adult,251711199,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon","Transmission & Drivetrain, 80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, legacy-import",New,TRUE,Transmission & Drivetrain,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon",has-image,from-products-table,
Drop Link set for Vanagon Syncro 86-92,heavy-duty-drop-links-for-early-vanagon-syncro-86-89,"<p>This is for a set of 2 drop links (left and right) for a Vanagon Syncro.&nbsp; These are the later model version that are aftermarket.&nbsp; If you replace them in pairs the later version will work on all Syncro so we have found that these also work on the early version.&nbsp; You will want to get a sleeve to go at the bottom due to tact that the shaft is 10mm, not 12mm like the early version was.&nbsp; Those sleeves can be found here.&nbsp; <a href=""https://www.vanagain.com/product/lower-sway-bar-drop-link-spacer-sleeve-for-all-vanagon"">Spacer Sleeve</a></p>

<p>I would also recommend replacing all of the other bushings for the drop links so that everything is new and will last.&nbsp; We have all of the other bushings listed here on this site as well.</p>",VanAgain,Suspension and Steering,86-92 2.1L Vanagon,"86-92 2.1L Vanagon, Suspension and Steering, product-id:12566, orders:2, 86-92-21l-vanagon",TRUE,Active,251411049F,,,,,,,,,,,159.95,,,TRUE,,,,,,shopify,8,DENY,5,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/heavy-duty-drop-links-for-early-vanagon-syncro-86-89-67026.jpg,1,Drop Link set for Vanagon Syncro 86-92,,FALSE,Heavy Duty Drop Links for Early Vanagon Syncro 86-89,"Heavy Duty Drop Links for Early Vanagon Syncro 86-89, 86-92 2.1l Vanagon",,Suspension and Steering,,Adult,251411049F,86-92 2.1L Vanagon,"Suspension and Steering, 86-92 2.1L Vanagon, legacy-import",New,TRUE,Suspension and Steering,86-92 2.1L Vanagon,has-image,from-products-table,
Steering  Coupling Flange for all Vanagon,steering-coupling-flange-for-all-vanagon,"<p>This is the steel steering column Coupling Flange that was used on all Vanagon from 80-92.&nbsp; If you have a manual steering van the van uses 4 of these, if you have a power steering Vanagon then your Van only has 3.&nbsp; This attaches the rubber steering coupling to the steering shaft.</p>",VanAgain,Suspension and Steering,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon","80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Suspension and Steering, product-id:12567, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon",TRUE,Active,251419207D,,,,,,,,,,,59.95,,,TRUE,,,,,,shopify,10,DENY,4,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/steering-coupling-flange-for-all-vanagon-81987.jpg,1,Steering  Coupling Flange for all Vanagon,,FALSE,Steering  Coupling Flange for all Vanagon,Steering  Coupling Flange for all Vanagon,,Suspension and Steering,,Adult,251419207D,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon","Suspension and Steering, 80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, legacy-import",New,TRUE,Suspension and Steering,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon",has-image,from-products-table,
Front Turn Signal Set (Economy),front-turn-signal-set-economy,"<p>This is a set of left and right front turn signal.&nbsp; We bought a bunch from Taiwan at a great price so I am passing that on to you.&nbsp; The color is the closest to the original dark orange of the DOT lenses.&nbsp; These are the Euro version with the indent between the screws.&nbsp; That is the only kind you can get right now.&nbsp; These are economy but the quality is very good.&nbsp; The price is right.&nbsp; If your front turn signals are leaking, old and cracked, then why not replace them with these new units.&nbsp; They come with a new socket and bulb but they are not the correct one for the USA.&nbsp; You can easily swap in your correct socket into this light and you are good to go.</p>",VanAgain,Body - Electrical,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon","80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Body - Electrical, Electrical Items, product-id:12568, orders:11, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon",TRUE,Active,251953141-142PAIR,,,,,,,,,,,32.00,,,TRUE,,,,,,shopify,0,DENY,2,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/front-turn-signal-set-economy-35160.jpg,1,Front Turn Signal Set (Economy),,FALSE,Front Turn Signal Set (Economy),"Front Turn Signal Set (Economy), 80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9l Vanagon, 86-92 2.1l Vanagon",,Body - Electrical,,Adult,251953141-142PAIR,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon","Body - Electrical, 80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, legacy-import",New,TRUE,Body - Electrical,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon",has-image,from-products-table,
Pair for front turn signal lenses for all Vanagon- European Made,pair-for-front-turn-signal-lenses-for-all-vanagon-european-made,"<p>This is the left and right front turn signal lens for all Vanagon.&nbsp; These are the European Version which means they have an indentation between the two screws so they look a little different than the DOT version that we got here, but they will work just fine.&nbsp; The DOT version is not available any longer so any turn signal you buy as a new one will be the European version.&nbsp;</p>

<p>These are made in Italy.&nbsp;&nbsp;</p>

<p>They DO NOT come with bulb sockets.&nbsp; You can reuse your old ones or we have them available new on this site.</p>",VanAgain,Body - Electrical,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon","80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Body - Electrical, Electrical Items, product-id:12569, orders:20, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon",TRUE,Active,251953141-142EuroPAIR,,,,,,,,,,,55.00,,,TRUE,,,,,,shopify,96,DENY,2,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/pair-for-front-turn-signal-lenses-for-all-vanagon-european-made-40307.jpg,1,Pair for front turn signal lenses for all Vanagon- European Made,,FALSE,Pair for front turn signal lenses for all Vanagon- European Made,"Pair for front turn signal lenses for all Vanagon- European Made, 80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9l Vanagon, 86-92 2.1l Vanagon",,Body - Electrical,,Adult,251953141-142EuroPAIR,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon","Body - Electrical, 80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, legacy-import",New,TRUE,Body - Electrical,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon",has-image,from-products-table,
,pair-for-front-turn-signal-lenses-for-all-vanagon-european-made,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ph3ar-vercel.s3.amazonaws.com/products/pair-for-front-turn-signal-lenses-for-all-vanagon-european-made-0-1596813161.jpg,2,Pair for front turn signal lenses for all Vanagon- European Made,,,,,,,,,,,,,,,,,,
Aftermarket Condenser for Barebones Kit,aftermarket-condenser-for-barebones-kit,<p>This is a 14x20 AC condenser that is for our Barebones AC kit.&nbsp; If you van doesn&#39;t have a condenser then you will need one of these.</p>,VanAgain,Climate Control,"83-85 1.9L Vanagon, 86-92 2.1L Vanagon","83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Climate Control, product-id:12570, orders:3, 83-85-19l-vanagon, 86-92-21l-vanagon",TRUE,Active,barebonescondenser1,,,,,,,,,,,210.00,,,TRUE,,,,,,shopify,98,DENY,10,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/aftermarket-condenser-for-barebones-kit-98118.jpg,1,Aftermarket Condenser for Barebones Kit,,FALSE,Aftermarket Condenser for Barebones Kit,Aftermarket Condenser for Barebones Kit,,Climate Control,,Adult,barebonescondenser1,"83-85 1.9L Vanagon, 86-92 2.1L Vanagon","Climate Control, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, legacy-import",New,TRUE,Climate Control,"83-85 1.9L Vanagon, 86-92 2.1L Vanagon",has-image,from-products-table,
Syncro Vanagon Drop Link for Left Side  89-92,syncro-vanagon-drop-link-for-left-side-89-92,<p>This is the sway bar drop link that is for the Syncro Vanagon with the Cast Iron front control arm.&nbsp; This was from mid-89 to 92.&nbsp; Please check your lower control arms to be sure you are ordering the correct links for your Vanagon.</p>,VanAgain,Suspension and Steering,86-92 2.1L Vanagon,"86-92 2.1L Vanagon, Suspension and Steering, product-id:12571, 86-92-21l-vanagon",TRUE,Active,251411049J,,,,,,,,,,,79.95,,,TRUE,,,,,,shopify,100,DENY,1,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/syncro-vanagon-drop-link-for-left-side-89-92-49139.jpg,1,Syncro Vanagon Drop Link for Left Side  89-92,,FALSE,Syncro Vanagon Drop Link for Left Side  89-92,"Syncro Vanagon Drop Link for Left Side  89-92, 86-92 2.1l Vanagon",,Suspension and Steering,,Adult,251411049J,86-92 2.1L Vanagon,"Suspension and Steering, 86-92 2.1L Vanagon, legacy-import",New,TRUE,Suspension and Steering,86-92 2.1L Vanagon,has-image,from-products-table,
Syncro Vanagon Drop Link for Right Side  89-92,syncro-vanagon-drop-link-for-right-side-89-92,"<p>This is the front sway bar drop link for the Syncro Vanagon that has the Cast Iron front lower control arm.&nbsp; This one is for the Right Side (passenger side).&nbsp; They went to the cast iron front control arm in mid year of 89, but please visually confirm which control arm you have before you order.</p>",VanAgain,Suspension and Steering,86-92 2.1L Vanagon,"86-92 2.1L Vanagon, Suspension and Steering, product-id:12572, 86-92-21l-vanagon",TRUE,Active,251411049K,,,,,,,,,,,79.95,,,TRUE,,,,,,shopify,100,DENY,1,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/syncro-vanagon-drop-link-for-right-side-89-92-98332.jpg,1,Syncro Vanagon Drop Link for Right Side  89-92,,FALSE,Syncro Vanagon Drop Link for Right Side  89-92,"Syncro Vanagon Drop Link for Right Side  89-92, 86-92 2.1l Vanagon",,Suspension and Steering,,Adult,251411049K,86-92 2.1L Vanagon,"Suspension and Steering, 86-92 2.1L Vanagon, legacy-import",New,TRUE,Suspension and Steering,86-92 2.1L Vanagon,has-image,from-products-table,
Tail Pipe Gasket for Turbo Diesel Vanagon 84-92,tail-pipe-gasket-for-turbo-diesel-vanagon-84-92,"<p>This is the Tail Pipe Gasket for Turbo Diesel Vanagon.&nbsp; They Turbo Diesel Vanagon Tail Pipe is a larger diameter than the other tail pipes.&nbsp; So if you need the Turbo Diesel Vanagon Tail Pipe, you need to buy this gasket to go with it.</p>",VanAgain,Exhaust Parts,82-84 Diesel Vanagon,"82-84 Diesel Vanagon, Exhaust Parts, product-id:12573, orders:4, 82-84-diesel-vanagon",TRUE,Active,068251235A,,,,,,,,,,,2.99,,,TRUE,,,,,,shopify,28,DENY,0.25,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/tail-pipe-gasket-for-turbo-diesel-vanagon-84-92-81621.jpg,1,Tail Pipe Gasket for Turbo Diesel Vanagon 84-92,,FALSE,Tail Pipe Gasket for Turbo Diesel Vanagon 84-92,"Tail Pipe Gasket for Turbo Diesel Vanagon 84-92, 82-84 Diesel Vanagon",,Exhaust Parts,,Adult,068251235A,82-84 Diesel Vanagon,"Exhaust Parts, 82-84 Diesel Vanagon, legacy-import",New,TRUE,Exhaust Parts,82-84 Diesel Vanagon,has-image,from-products-table,
Turbo Diesel Exhaust Manifold Gasket for all TD Vanagon,turbo-diesel-exhaust-manifold-gasket-for-all-td-vanagon,"<p>This is the square exhaust gasket that is between the manifold and the down pipe on all Turbo Diesel Vanagon.&nbsp; This is larger than the normal diesel so if you have a Turbo Diesel Vanagon, this is the gasket you need.</p>",VanAgain,Exhaust Parts,82-84 Diesel Vanagon,"82-84 Diesel Vanagon, Exhaust Parts, product-id:12574, orders:2, 82-84-diesel-vanagon",TRUE,Active,893253115,,,,,,,,,,,2.99,,,TRUE,,,,,,shopify,19,DENY,0.25,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/turbo-diesel-exhaust-manifold-gasket-for-all-td-vanagon-62440.jpg,1,Turbo Diesel Exhaust Manifold Gasket for all TD Vanagon,,FALSE,Turbo Diesel Exhaust Manifold Gasket for all TD Vanagon,"Turbo Diesel Exhaust Manifold Gasket for all TD Vanagon, 82-84 Diesel Vanagon",,Exhaust Parts,,Adult,893253115,82-84 Diesel Vanagon,"Exhaust Parts, 82-84 Diesel Vanagon, legacy-import",New,TRUE,Exhaust Parts,82-84 Diesel Vanagon,has-image,from-products-table,
Powerflex Transmission Mount Bushing for all Automatic Vanagon and 85-92 Manual transmission,powerflex-transmission-mount-bushing-for-all-automatic-vanagon-and-85-92-manual-transmission,"<p>This is the powerflex bushing that you can use to replace your transmission mount.&nbsp; You need to keep your old mount, take the old rubber part out with a chisel or hacksaw, and then you can install the new bushing in the old mount.&nbsp; This bushing will fit in the mounts from all Automatic transmission Vanagon.&nbsp; It will also work in Manual transmission Vanagon from 85.&nbsp; This version is about 3 inches in diameter.&nbsp; If you have an 85 manual Vanagon, I would measure your bushing to be sure which one you need.&nbsp; There is a smaller version that is for the 80-85 Manual transmission that we also sell.&nbsp; Just measure your old bushing before ordering to avoid getting the wrong part if you have an 85.</p>",VanAgain,Transmission & Drivetrain,"80-83 Air Cooled Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon","80-83 Air Cooled Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Transmission & Drivetrain, product-id:12575, orders:2, 80-83-air-cooled-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon",TRUE,Active,PFR85-1016,,,,,,,,,,,54.99,,,TRUE,,,,,,shopify,99,DENY,2,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/powerflex-transmission-mount-bushing-for-all-automatic-vanagon-and-85-92-manual-transmission-89100.jpg,1,Powerflex Transmission Mount Bushing for all Automatic Vanagon and 85-92 Manual transmission,,FALSE,Powerflex Transmission Mount Bushing for all Automatic Vanagon and 85-92 Manual transmission,"Powerflex Transmission Mount Bushing for all Automatic Vanagon and 85-92 Manual transmission, 80-83 Air Cooled Vanagon, 83-85 1.9l Vanagon, 86-92 2.1l Vanagon",,Transmission & Drivetrain,,Adult,PFR85-1016,"80-83 Air Cooled Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon","Transmission & Drivetrain, 80-83 Air Cooled Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, legacy-import",New,TRUE,Transmission & Drivetrain,"80-83 Air Cooled Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon",has-image,from-products-table,
